text,rating
Аромат понравился. Быстро отправили. Но цены завышены намного. Невыгодно.,3
"Всем советую, оригинал!",5
"Спасибо, Kaspi.kz!",5
Мне нравится запах,5
,4
,5
"Иісі жақсы екен, ешқандай иісін білмей пікірлерге қарап алып едім, алдаған жоқ, жақсы иісі",5
"Всё отлично, купила парню в подарок к 23 февраля, очень нежный аромат. Продавцу спасибо!",5
"Спасибо магазину APG техникс, доставка и обслуживание на высшем уровне)",5
"Я всем доволен, стойкий аромат, доставили быстро",5
"Парфюм отличный, стойкость просто удивила. Даже после стирки остался аромат. Спасибо за качество, это самое главное.",5
Товар просто супер!,5
,4
,5
Очень хороший запах. Спасибо Каспи банк!,5
,5
,5
"Доставка тоже не подвела, привезли раньше указанного срока. Курьер был вежлив.",5
Хорошая вода за свою цену,5
"Стойкий, но брызгает сильно, напор сильный",4
,5
,3
,5
"Запах стойкий, но шлейф слабый.",3
Нам понравились.,4
"Доставка была не из быстрых, обещали привезти 14.11, а привезли 16.11",5
,5
,5
,5
,4
,4
Спасибо за быструю и оперативную доставку! Пришло все в целости и сохранности),4
Очень классный запах.,5
,5
"Товар оригинальный, все отлично, жена довольна. Спасибо Каспи Магазину",5
,5
,5
,5
,5
,4
,5
,5
,5
"Запах лично мне не понравился! Подарил маме! Сказала, что очень понравилось! Но запах я не угадал.<br>
Спасибо Каспи! Упаковано отлично. Доставили за два дня. Отдельно спасибо службу доставки Exline!",4
"Если честно, взял в подарок маме и жене. Так что не могу написать плюсы и минусы. Но по их словам, им понравились запах и устойчивость.",4
,5
,5
,5
,5
,5
,5
,5
"Все супер, духи просто шикарные. Первый раз пользовалась такой услугой и осталась безумно довольна. Доставили очень быстро, отдельное спасибо продавцу за помощь",5
,5
,5
,5
"Спасибо огромное магазину Сулу, доставили быстро, вежливые девочки и мальчики. Отдельная благодарность Каспи за предоставленную возможность!",5
Парфюм ни о чем. Не звучит никак.,1
,5
,3
,2
Долгая доставка.,5
Не советую,1
,5
"Что сказать, пользуйтесь сайтом, заказывайте, все вовремя доставляют. Вежливый и доброжелательный курьер.",5
Спасибо большое Каспи за возможность приобретать товар не выходя из дома. ,5
"Мой любимый аромат. Спасибо, Каспи Магазин",5
"Не понравилось, запах нестойкий. Лучше самой купить магазине Мон Ами.",1
,5
Отличный парфюм,5
"Качество люкс, всем советую",5
"Пользуюсь этим ароматом давно, товар соответствует, всем довольна.",5
,2
"Товар пришел курьером. Думала, доставка будет долгой, но нет, очень быстро доставили. Спасибо Kaspi, что вы есть",5
Хороший товар,5
,3
Доставка раньше срока.,5
,5
,5
,5
Очень довольна покупкой. Духи стойкие. 5 баллов из 5. Спасибо за быструю доставку,5
"Ну вроде запах хороший. Если все понравится, хочу потом заказать и мужу.",5
,5
,5
,1
"Рекомендую женщинам после сорока, это то, что надо",5
"Здравствуйте. Мне понравилось, я очень рада, что заказала. Запах мой. Доставили вовремя, курьер вежливый. Спасибо вам.",5
Мне не понравился запах,1
Спасибо большое,5
"Духи супер! Пришли вовремя, день в день.",5
Запах хороший. Стойкость ни о чем. Деньги на ветер,1
,5
,5
,5
,3
"Спасибо магазину Parfum-Shop-kz, уже не раз у вас заказываю, все вовремя и очень удобно!",5
Оперативно работают! ,5
,5
Доставлены за один день.,5
,5
"Мне понравился, довольна",5
,5
,1
,5
,5
"Быстрая доставка. Запах классный, стойкость когда как",3
,5
Все супер! Быстрая доставка. Спасибо!,5
"Товар хорошего качества, рекомендую покупателям. Правда чуток дороговато, товар доставили в срок и без нареканий.",5
"Рекомендую. Всем довольна, спасибо Каспи за такой сервис",4
,4
,1
,5
Все понравилось.,5
,5
,4
,5
"Прохлада - это время для смены ароматов, и рука сама тянется к моему самому любимому аромату на все времена. Нежный и яркий, кисло-сладкий, и не резкий. Всё в нём слишком идеально смешано, и база удивительная. Я обожаю свежесть без зелени и сладость без сахара. Любовь пахнет ванилью и цветами с маленькой каплей мужского аромата. В прохладную погоду аромат раскрывается по-особенному, он чудесен, нежный и свежий. Мне в нём очень уютно и радостно.",5
"Спасибо большое за отличную доставку, товар супер. Благодарю Каспи за такую прекрасную возможность пользоваться шикарными духами от Шанель, и большое спасибо магазину APG техникс, всё просто отлично",5
"Я этот аромат уже знаю, поэтому заказала маме и ей очень понравилось. Спасибо.",5
,5
,1
На данный момент мои любимые духи,5
,5
,5
,5
,5
,5
Все оправдало ожидания.,5
Без затестов не берите!,2
,5
,5
Прекрасные духи),5
,5
,5
Мой любимый аромат!,5
,5
,5
Парфюм не очень!,1
,5
,5
,1
"Очень чувственный, нежный, стойкий аромат! Моему молодому человеку очень понравилось! Всем рекомендую! Доставка пришла во время! Спасибо, Каспи!",5
,1
"Спасибо за быструю доставку. Мой любимый аромат, приобрела со скидкой, еще и в рассрочку без переплаты, радости нет предела! Каспи, вы самые лучшие",5
"Заказом довольна - доставка быстрая, курьер вежливый",5
"Классный аромат, думала, будет подделка, но нет, всё отлично. Спасибо",5
,5
,5
,5
Спасибо за быструю доставку.,5
,5
,5
Не оправдало ожиданий,1
,5
"Супер, жене и мне нравится запах.",5
,5
,5
Товар супер! 100% оригинал. Доставка до Атырау за два дня. Рекомендую всем.,5
Не превзошел мои ожидания((( не стойкий ну вообще(,3
,5
,5
,5
,4
На любителя,4
,5
,5
,1
,4
"Духи отличные! Спасибо, Каспи!",5
"Спасибо Каспи за удобство, что не выходя из дома можно приобрести практически всё, что угодно. ",5
"Мне нравится, запах хороший",5
"Спасибо Каспи! Товар получила вовремя, всё по-честному. Только духи почему-то не стойкие.",5
,2
Доставка пришла раньше,5
Товар соответствует всем ожиданиям! Спасибо Каспи,5
,5
Давно хотела купить. Спасибо Каспи. Это мой любимый аромат.,5
,5
"Немного пришёлся не по вкусу, надо все-таки прежде чем купить, услышать запах воочию",3
Буду заказывать еще.,5
"Парфюм очень стойкий, чего не сказала бы о предыдущей своей покупке Lacoste. Меня вполне устраивает. Ставлю твердую 5+",5
Заказываю уже во второй раз. Мне нравится,5
Быстрая доставка. ,5
Быстро доставили,1
,2
,2
,5
,5
,5
Хороший запах,5
,5
,1
Классные духи.,5
,5
,5
,5
,5
,5
"Хороший аромат, я довольна",5
,1
"Доставка быстрая, но коробочка от духов помятая и грязная была.",5
,4
,1
,5
,5
"Хороший парфюм, качественный стойкий запах.",5
"Мне понравилось, спасибо",5
"Очень понравился аромат. Быстрая доставка, все супер",5
,1
"В целом все нормально. Раньше этот аромат был намного устойчивее.<br>
Спасибо за быструю доставку! Очень удобно",3
Не стойкий.,2
Всё устраивает,5
Классно.,5
,1
,1
"Брал в подарок жене на 8 марта. Доставка была в тот же день. Проверил штрих-код на интернет-ресурсе - все в порядке, Франция. Каспи спасибо за комфортные условия покупки.",5
,1
,5
,3
,5
,5
,5
"То, что хотела!",5
Товар соответствует всем ожиданиям,5
,5
"Очень быстрая доставка, приятно удивила. Товар соответствует описанию. ",5
"Спасибо, очень понравилось",5
,5
"Заказывайте через Каспий, т.к. оплата удобная",5
Доставка быстрая! ,5
"Эти духи мне очень нравятся, поэтому я ими пользуюсь уже давно. Меня всё устраивает, очень удобно. Доставка оперативная. Спасибо Каспи!",5
,2
,1
,4
,5
,5
,5
Спасибо,5
,5
,5
,5
,4
,5
"Доставили быстро, духи отличные. Спасибо Каспи",5
,5
,5
Пользуюсь очень давно. Очень нравится.,5
Курьер готов был привезти день в день. Но у меня не получилось.,5
"Доставили быстро.
",5
,5
,5
,5
,5
"Всегда возвращаюсь к этому парфюму! Идеален. Огромное спасибо службе доставки, оперативно, доставили на день раньше!",5
,5
,3
,5
"Ранее покупал, понравились.",5
"На зиму брал, к лету опять возьму свой любимый VERSACE EROS. Но этот увы больше похож на породие D&G The one.",3
"Так себе, не понравилось!",2
,5
,5
,5
"Все отлично, спасибо! Отличный товар, быстрая доставка",5
Аромат супер,5
"Очень качественно работаете, спасибо) Доставка в указанный день",5
"Хороший парфюм на любителя, похож чем-то на Kenzo, в общем, пользоваться можно.",3
"Быстро доставили, спасибо большое)",5
,4
,5
Товар оставляет желать лучшего.,3
"Товар хороший, качественный.",4
"Товар соответствует ожиданиям, оригинал.",5
,5
,5
"Заказывала в первый раз, запах отличный, всё соответствует заявленным характеристикам. Спасибо большое за такую возможность не выходя из дома приобретать нужные товары.",5
,5
,5
,1
,3
Мой любимый аромат. Но я предпочитаю его в зимний сезон,5
Аромат классный,5
"Доставка вовремя, как и обещали!",5
"Товар супер, мне очень понравилось",5
Отличный товар.,5
Теперь я ваш постоянный клиент!,5
,5
"Доставку сделали быстро и очень профессионально. Каспи, ты лучший.",5
"Цена соответствует качеству. Нам еще повезло, купили со скидкой, так как действовала акция.",5
"Муж доволен, запах супер",5
,5
,4
,5
"Сомневался в подлинности парфюма до заказа, а когда получил, то понял, что это тот самый аромат)",5
,5
,5
Просто CHIC. Без слов. Все отлично. Советую всем,5
,5
,5
,5
Доставили раньше срока. Все классно. Спасибо.,5
,5
,5
,5
,5
,5
,5
,5
Пойдет,4
"Быстро и без нареканий доставили, спасибо.",5
"Товар хороший, доставили вовремя.",5
Все понравилось. Доставили быстро.,5
"Не то, что ожидал.",3
,5
Все отлично.,5
,5
,5
,1
Просто супер!,5
,5
,5
,5
,5
"Мой любимый аромат, но он оказался нестойким(",2
,1
Самый любимый аромат,5
,3
,3
,1
Очень стойкий запах,5
,5
,3
Доставка в указанные сроки. Парфюм отличный. Запах устойчивый. Первый раз заказала. Благодарю вас.,5
"Понравилась оперативность доставки товара. Спасибо Каспи за все предоставленные услуги для нас, клиентов.",5
,5
,5
,5
,5
Очень разочарована.,1
"Духи классные, запах нежный !",5
,5
,3
,5
"Насчет запаха - класс, но стойкость от силы час чувствуется окружающим, а потом только себе, на одежде.",3
"Флакон красивый, большой!",5
,1
Ұнады. Иісі өте жақсы,5
,5
"Что можно сказать, покупать надо.",5
,5
Спасибо большое за быструю доставку.,5
,5
"Мне понравилось все! Доставка, обслуживание, аромат и качество аромата. Очень удобно, еще буду так покупать ароматы.",5
,2
"Мой любимый аромат, супер. Я довольна",5
Отлично! Советую!,5
,5
Классные! Жене понравилось!,5
,5
,5
Өте сапалы тауар,5
,5
Очень понравились девушке!),5
,5
Запах мне понравился,5
,5
,5
,5
"Доставили вовремя, курьер очень вежливая, понимающая девушка.",5
,5
,5
,5
Парфюм понравился. А курьеры очень грубые. Будто одолжение делают.,4
,5
,5
,5
,5
,3
,5
"Жеткізу тез келді, мен ойлағандай. Рахмет",1
,5
"Аромат понравился, но держится запах около часа.",3
"С оформлением, доставкой проблем не было. Даже раньше доставили.",1
,5
,5
,5
,5
"Подлинный продукт, соответствует описанию.",5
"Здравствуйте! Спасибо, запах отличный, и стойкость хорошая! Но хотелось бы, чтобы в продаже был парфюм Дольче Габана лайт блю женский.",5
,4
,5
,1
,4
,5
Шикарный аромат! Всем советую!,5
,5
,4
Большое спасибо. Претензий не имею.,5
,5
,4
Запах хороший. Но ожидала лучшего.,3
,5
"Буду заказывать еще. Как по мне, он стойкий.",5
,4
,5
,4
Продавец быстро и качественно отреагировали. Спасибо Каспи банку за такие услуги. Молодцы. Процветание Вам.,5
,5
,5
"Благородный аромат, не душит окружающих. Нравится.",5
,1
"Духи, которые я брала раньше, были более стойкие. Запах держался до следующей стирки одежды.",4
,5
Жылдам жеткізу. 1 күнде жеткізіп берді.,2
"Ужасный запах! Сколько пользуюсь этим ароматом, в первый раз заказала, так как не было в наличии в Актобе",1
,3
Я довольна ароматом),5
,5
Все классно,5
,5
,3
,5
"Әтірдің иісі өте жақсы. Жақсы қапталған, өзім аштым. Әкелген курьер балаға рақмет, жылы жүзді. Mon Amie дүкенге және Каспи Банкқа алғысым шексіз. Келешекте тағы да тапсырыс беремін!",5
,5
"Каспи, спасибо, быстро доставили. Посылку получила в фирменной коробке магазина, это означает, что товар именно от этого магазина. ",3
"Аромат шикарный, для любителей холодных ароматов самое то!",5
"Мне очень понравилось. Спасибо, Каспи.кз.",5
,5
"Бұл әтір иісі өте ұнады. Мен ойламаған иіс, бұл мен үшін күтпеген, сый десем болады, рахмет.<br>
Бірінші рет тапсырыс беруім, сіздерге рахмет, уақытынан тез келді, жеткізген адамға да рахмет, үйге дейін әкеліп берді, алда тағыда тапсырыс беретін боламын",5
"Честно говоря, ожидала большего, аромат для меня непонятен, купила можно сказать вслепую. Очень напомнили духи из линейки Avon, от которых болел живот.",3
"Kaspi.kz-ке рахмет! Курьерге де рахмет, уйге дейін жеткізіп берді.",5
,5
"Запах хороший, как всегда. Мне очень нравится",5
,5
Жду новинку от ланвин.,5
"Товар заказала 2 сентября, должна была получить 11, но доставка была ещё раньше - 4 сентября уже получила (класс!)",5
,1
Иісі керемет!,5
Мой любимый запаx.,5
,1
,5
,5
"Качественный товар, полностью соответствует заявленным характеристикам. Я довольна. Спасибо Каспи и Mon Amie",5
,4
,5
В целом хорош.,4
,5
"Запах понравился. Доставка бесплатная и своевременная, курьер молодец. Магазину Mon Amie спасибо за упаковку и фирменный пакет. Все супер. Каспи спасибо, и процветания.",5
Рекомендую.,5
Нормальный запах для повседневного использования,4
,4
,4
"Этот парфюм идеален для молодого,  утонченного и уверенного в себе, молодого человека, я любительница парфюма и люблю дарить парфюм своим близким. А насчёт запаха не промахивалась никогда! По крайней мере папа доволен.",5
"Приятным сюрпризом было то, что доставка планировалась лишь на 3 января. Но магазин позаботился, и подарок мужу привезли 31го декабря.  Спасибо за такую работу! Аромат стойкий, мужу понравился.",5
Шикарный парфюм. Рекомендую. Все соответствует,5
Отличный аромат! Второй раз уже беру,5
,5
,5
,5
,1
,4
,5
,1
,5
"Очень понравилась покупка! Всё хорошо - и качество товара, и доставка.",5
,5
,3
Доставка быстро и четко. ,5
,3
,1
"Запах обалденный, берите, не пожалеете!",5
Как всегда хорошо,5
Отлично все! Всем советую посетить и купить парфюм,5
,1
,3
,5
Доставка быстрая.,5
,5
,5
,5
Мне очень понравился.,5
,5
,5
,4
"Чувствую себя как Антонио Бандерос, все устраивает",5
,5
Бомба ,5
,2
,5
Спасибо за быструю доставку! ,5
,1
,5
,5
,5
,5
Просто супер.,5
,5
,1
,5
,5
"Середнячок. Не могу сказать, что нравится, ну и не скажу, что плохой. Насчет стойкости - на теле не держится запах вообще, а на одежде неплохо.",4
,1
,4
,1
,5
,5
,5
,1
,5
,5
,5
Ештеңе ұнамады,1
,5
,3
,5
,5
"Совершенно не жалею о покупке, хотя купила по отзывам пользователей.",5
,5
"Очень стойкий аромат, люблю его.",5
,5
Доставка быстрая! ,5
"В принципе, все нормально, только нестойкий, из-за этого минус 1 звездочка",4
Советую попробовать.,5
Соответствует всем стандартам.,5
,5
,3
,5
"Доставили в срок, даже на день быстрее. Запах неплохой, держится неплохо, правда ожидала, наверное, большего. Первый раз беру Montale, запах больше древесный, сандаловое дерево сильнее всего чувствуется) Ваниль особо не заметно)",5
"Круто, слов нет. Моя жена в восторге.",5
,5
"Возьмёте, не пожалеете",5
Быстрая доставка! Внимательные консультанты!,5
"Запах парфюма на любителя, и у всех по разному раскрывается! В целом мне понравился) Спасибо большое",5
"Запах стойкий, но я ожидала другой.",3
,5
Мой любимый парфюм. Спасибо,5
,5
,5
,5
"Классный запах) Быстрая доставка) Сказали 30го доставка, а доставили 26го",5
"Но продавцы тянули  товар 3 дня, якобы на складе его не было, предлагали другой взять, поменять, мол, мой товар ещё не завезли на склад, может, так и было, им виднее.",5
Так себе. Не понравилось,2
,5
,5
"Аромат тот, что я хотела. Спасибо Kaspi.kz и Mon Amie, доставили оперативно)",5
Нужно работать над доставкой.,3
,5
Мой любимый аромат,5
,5
"В общем, люблю эту марку, не разочаровалась.",5
Доставка быстрая.,5
,5
"Все отлично, просто супер!",5
,5
"Спасибо, очень быстро доставили.",5
,5
,5
,1
Всё доставили вовремя!,5
,5
,5
Любимый парфюм,5
,5
"Быстрая доставка, приятный курьер",5
,5
Духи отличные.,5
,1
"Все отлично! Мой любимый аромат, выгодная покупка. Спасибо за доставку!",5
,5
,1
Лучше не покупать.,3
,4
,3
Парфюм просто супер!,5
А доставка на высоте) За доставку 5,2
"Отлично, сын в восторге",5
,5
,5
,5
"Отдельно надо отметить сам флакон, увесистый, металический, держать в руках сплошное удовольствие.",5
,5
,5
,4
,5
Курьер вовремя принес. Спасибо большое!,5
,5
,4
,5
Классикалық иіс су,5
"Вкусы у всех индивидуальны, поэтому рекомендую опробовать в магазине города.",5
,5
,5
,5
,5
"Бөліп төлеу біз үшін өте ыңғайлы. Иісі де жақсы, алуға болады",5
Пойдёт.,5
"Товар понравился. Просьба сделать доставку до места назначения, которое указано в заявке.",4
Упаковка на высшем уровне,5
,5
,5
,5
"Хороший парфюм! Как и писали ранее другие, вначале немного резкий, но через 10-15 минут успокаивается.",5
,5
"Запах не очень, не понравился",1
"Пожалел, ожидал совсем другое.",2
,5
Рекомендую,5
,5
"Хорошо, хорошо и ещё раз хорошо",5
,5
,5
Все супер,5
"Парфюм керемет, бөлмені алып кетеді",5
,5
"Покупала на день рождения брата, ему очень понравился парфюм. Каспи I love you, всегда выручаете меня.",5
,5
,2
Отличный запах!,5
,1
,1
,1
,3
,5
"Хороший парфюм, быстро доставили.",5
,5
Запах классный,5
,3
,5
"Хорошая туалетная вода, мне понравилось",5
,1
"Доставка через день из Алматы в Астану) Все четко, быстро. Аромат нормальный, всем нравится.",5
"Стоит своих денег, наверное. В подарок пойдёт.",2
"Благодарю за быструю доставку! Аромат приятный, в мон ами не могла найти 30 мл, с Каспи задача решилась)",5
"Спасибо Kaspi.kz за возможность приобретения данного аромата, быструю доставку (адрес изначально был другой, при звонке указала верный). Аромат оказался немного не моим, для меня резковат, но маме понравился) Спасибо",5
,5
"Быстрая доставка, даже раньше срока. ",5
"Туалетная вода обалденная, доставка супер!",5
,5
,5
"Запах хороший. Но недолго держится, немного разочарована.",2
,5
,5
,5
,5
"А вообще он очень классный, прям свожу всех с ума с этим ароматом! Люблю lanvin princess!<br>
И снова спасибо Каспи) Это вообще супер - не выходя из дома можно приобрести себе нужное!",3
"Один из моих любимых ароматов. Очень нежный, восхитительный запах. Но покупать в этом магазине я бы не советовала.",2
"Просто в восторге от этого аромата, если бы в нем можно было искупаться, я бы это сделала ) Он свежий, в меру сладкий, правда стойкости бы побольше. Тогда бы его поставила в ранг своих фаворитов безоговорочно.",5
,4
,4
Хороший аромат,5
Другой хочу заказать hugo boss,5
,1
Мне нравится этот запах.) Все хорошо.,5
Для меня самый лучший аромат! Но! Цена завышена.,5
,5
,5
,5
,1
,5
,5
"Спасибо Каспи и Mon Amie, я полностью довольна!",5
,5
"Все отлично! Доставили в срок, аккуратно упакованы.",5
Сіздерге үлкен рахмет. Тапсырысым жылдам жеткізілді және де иісі ұнады. Иісі ұзақ уақытқа дейін сақталады. Еңбектеріңіздің жемісін көріңіздер.,5
,5
Очень хорошая туалетная вода. Обслуживание  отличное,5
Весенний цитрус) Я довольна,5
Не стоит своих денег. Очень слабый запах.,2
Спасибо. Доставка быстрая. Все в порядке.,5
